10	300
akiotoyoda	akiotoyoda_2010_02_09_19_00-shot09_43-Track1-Frame7521-Face1	akiotoyoda_2011_01_05_19_00-shot05_44-Track1-Frame18279-Face2
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11673-Face1	hideohigashikokubaru_2011_01_20_19_00-shot20_80-Track1-Frame32042-Face1
jianchaoliu	jianchaoliu_2006_05_23_19_00-shot23_93-Track1-Frame32404-Face1	jianchaoliu_2008_02_14_19_00-shot14_2-Track1-Frame295-Face1
shohakuho	shohakuho_2010_07_25_19_00-shot25_40-Track4-Frame18240-Face1	shohakuho_2010_07_26_19_00-shot26_4-Track1-Frame818-Face1
kosukekitajima	kosukekitajima_2005_02_19_19_00-shot19_164-Track1-Frame44361-Face1	kosukekitajima_2009_03_31_19_00-shot31_172-Track2-Frame45640-Face1
shinzoabe	shinzoabe_2005_11_28_19_00-shot28_142-Track1-Frame37589-Face1	shinzoabe_2007_09_12_19_00-shot12_199-Track1-Frame53672-Face1
shizukakamei	shizukakamei_2007_06_19_19_00-shot19_69-Track1-Frame21590-Face2	shizukakamei_2010_06_08_19_00-shot08_98-Track2-Frame13371-Face1
akihito	akihito_2002_12_28_19_00-shot28_85-Track1-Frame29660-Face1	akihito_2009_01_02_19_00-shot02_109-Track1-Frame23971-Face1
yukiohatoyama	yukiohatoyama_2009_05_19_19_00-shot19_159-Track1-Frame38934-Face1	yukiohatoyama_2009_09_26_19_00-shot26_56-Track1-Frame12085-Face1
natsuoyamaguchi	natsuoyamaguchi_2009_10_17_19_00-shot17_47-Track1-Frame12125-Face2	natsuoyamaguchi_2010_02_10_19_00-shot10_37-Track1-Frame8889-Face1
naotokan	naotokan_2002_12_09_19_00-shot09_113-Track1-Frame33086-Face2	naotokan_2006_09_28_19_00-shot28_4-Track1-Frame719-Face1
taroaso	taroaso_2006_09_20_19_00-shot20_122-Track1-Frame22437-Face1	taroaso_2007_09_15_19_00-shot15_75-Track1-Frame9494-Face1
jintaohu	jintaohu_2008_05_04_19_00-shot04_43-Track1-Frame8794-Face1	jintaohu_2008_05_06_19_00-shot06_60-Track1-Frame8346-Face1
takafumihorie	takafumihorie_2005_02_16_19_00-shot16_43-Track1-Frame16542-Face1	takafumihorie_2005_02_24_19_00-shot24_1-Track2-Frame371-Face1
aimiyazato	aimiyazato_2003_10_07_19_00-shot07_177-Track1-Frame42397-Face1	aimiyazato_2005_03_02_19_00-shot02_15-Track3-Frame2592-Face2
dae-jungkim	dae-jungkim_2001_10_15_19_00-shot15_274-Track1-Frame91451-Face1	dae-jungkim_2002_01_02_19_00-shot02_113-Track1-Frame33867-Face1
yujiang	yujiang_2007_09_27_19_00-shot27_65-Track1-Frame10757-Face1	yujiang_2010_09_28_19_00-shot28_48-Track1-Frame22122-Face1
makikotanaka	makikotanaka_2001_05_30_19_00-shot30_59-Track1-Frame20784-Face1	makikotanaka_2001_07_04_19_00-shot04_74-Track1-Frame21886-Face1
jianchaoliu	jianchaoliu_2007_01_09_19_00-shot09_49-Track1-Frame10584-Face1	jianchaoliu_2008_06_24_19_00-shot24_107-Track1-Frame34506-Face1
yoshitosengoku	yoshitosengoku_2010_07_22_19_00-shot22_65-Track1-Frame29250-Face1	yoshitosengoku_2010_11_29_19_00-shot29_67-Track1-Frame20377-Face1
akinoriasashoryu	akinoriasashoryu_2009_01_13_19_00-shot13_152-Track1-Frame43160-Face1	akinoriasashoryu_2009_09_19_19_00-shot19_188-Track3-Frame45224-Face1
martinahingis	martinahingis_2006_02_04_19_00-shot04_175-Track1-Frame33818-Face1	martinahingis_2006_02_04_19_00-shot04_176-Track1-Frame33984-Face1
moo-hyunroh	moo-hyunroh_2003_06_07_19_00-shot07_36-Track1-Frame6881-Face1	moo-hyunroh_2004_03_12_19_00-shot12_107-Track1-Frame21299-Face1
colinpowell	colinpowell_2003_02_14_19_00-shot14_87-Track1-Frame26665-Face1	colinpowell_2005_09_10_19_00-shot10_124-Track1-Frame34055-Face1
junichirokoizumi	junichirokoizumi_2002_09_17_19_00-shot17_53-Track1-Frame11823-Face1	junichirokoizumi_2002_09_17_19_00-shot17_63-Track1-Frame15182-Face1
aifukuhara	aifukuhara_2003_05_27_19_00-shot27_177-Track1-Frame45002-Face1	aifukuhara_2004_08_12_19_00-shot12_160-Track1-Frame37265-Face2
yukioedano	yukioedano_2010_05_25_19_00-shot25_109-Track1-Frame33888-Face1	yukioedano_2010_06_26_19_00-shot26_64-Track6-Frame18125-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_18_19_00-shot18_106-Track1-Frame27982-Face1	ryutarohashimoto_2001_04_18_19_00-shot18_3-Track1-Frame444-Face1
barakobama	barakobama_2008_11_05_19_00-shot05_14-Track1-Frame2529-Face1	barakobama_2009_10_03_19_00-shot03_39-Track1-Frame7953-Face1
akinoriasashoryu	akinoriasashoryu_2005_11_01_19_00-shot01_225-Track1-Frame48831-Face1	akinoriasashoryu_2009_01_26_19_00-shot26_157-Track1-Frame42749-Face1
katsuyaokada	katsuyaokada_2005_08_29_19_00-shot29_64-Track1-Frame11943-Face1	katsuyaokada_2010_11_25_19_00-shot25_107-Track2-Frame42355-Face1
moo-hyunroh	moo-hyunroh_2003_06_06_19_00-shot06_71-Track1-Frame17846-Face1	moo-hyunroh_2006_04_25_19_00-shot25_98-Track1-Frame26247-Face1
akinoriasashoryu	akinoriasashoryu_2005_11_01_19_00-shot01_225-Track1-Frame48831-Face1	akinoriasashoryu_2008_01_13_19_00-shot13_41-Track1-Frame10370-Face1
saenakarai	saenakarai_2005_02_08_19_00-shot08_193-Track1-Frame49534-Face1	saenakarai_2005_03_05_19_00-shot05_186-Track1-Frame49319-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_141-Track1-Frame46316-Face1	kosukekitajima_2003_07_31_19_00-shot31_106-Track1-Frame22511-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11673-Face1	hideohigashikokubaru_2010_07_16_19_00-shot16_87-Track1-Frame29291-Face1
aimiyazato	aimiyazato_2005_12_08_19_00-shot08_215-Track1-Frame47369-Face1	aimiyazato_2006_01_17_19_00-shot17_216-Track1-Frame50790-Face1
barakobama	barakobama_2009_01_03_19_00-shot03_114-Track1-Frame30008-Face1	barakobama_2009_11_10_19_00-shot10_24-Track1-Frame6568-Face1
yasuofukuda	yasuofukuda_2007_09_15_19_00-shot15_29-Track1-Frame4726-Face1	yasuofukuda_2008_03_30_19_00-shot30_2-Track1-Frame245-Face1
barutokaito	barutokaito_2010_01_18_19_00-shot18_211-Track1-Frame48719-Face1	barutokaito_2010_03_29_19_00-shot29_170-Track1-Frame44824-Face1
pervezmusharraf	pervezmusharraf_2001_10_15_19_00-shot15_199-Track1-Frame73503-Face1	pervezmusharraf_2002_01_29_19_00-shot29_144-Track1-Frame31026-Face1
ichirosuzuki	ichirosuzuki_2004_10_11_19_00-shot11_139-Track1-Frame35127-Face1	ichirosuzuki_2009_04_17_19_00-shot17_78-Track1-Frame18004-Face1
junichirokoizumi	junichirokoizumi_2002_09_25_19_00-shot25_79-Track1-Frame27078-Face1	junichirokoizumi_2007_10_01_19_00-shot01_127-Track1-Frame23939-Face1
yukioedano	yukioedano_2011_03_30_19_00-shot30_58-Track1-Frame26525-Face1	yukioedano_2011_04_04_19_00-shot04_5-Track1-Frame1391-Face1
donaldrumsfeld	donaldrumsfeld_2003_11_15_19_00-shot15_2-Track1-Frame600-Face2	donaldrumsfeld_2007_02_14_19_00-shot14_151-Track1-Frame40135-Face1
shin	shin_2009_06_24_19_00-shot24_201-Track1-Frame52371-Face1	shin_2009_08_19_19_00-shot19_14-Track1-Frame2370-Face1
kaoruyosano	kaoruyosano_2009_05_20_19_00-shot20_12-Track1-Frame2725-Face1	kaoruyosano_2009_07_15_19_00-shot15_87-Track3-Frame21806-Face2
shinzoabe	shinzoabe_2002_11_06_19_00-shot06_53-Track1-Frame14067-Face1	shinzoabe_2007_05_24_19_00-shot24_98-Track1-Frame30672-Face1
martinahingis	martinahingis_2006_02_04_19_00-shot04_176-Track1-Frame33984-Face1	martinahingis_2006_02_04_19_00-shot04_177-Track1-Frame34116-Face2
tsuyoshiyamashita	tsuyoshiyamashita_2006_07_17_19_00-shot17_65-Track1-Frame16307-Face1	tsuyoshiyamashita_2007_10_30_19_00-shot30_71-Track1-Frame15826-Face1
makikotanaka	makikotanaka_2002_04_17_19_00-shot17_73-Track1-Frame26769-Face2	makikotanaka_2002_05_07_19_00-shot07_63-Track1-Frame12729-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11673-Face1	hideohigashikokubaru_2011_01_20_19_00-shot20_101-Track1-Frame37583-Face1
makikotanaka	makikotanaka_2002_07_24_19_00-shot24_34-Track1-Frame8688-Face1	makikotanaka_2002_08_09_19_00-shot09_159-Track1-Frame33034-Face1
kotomitsuki	kotomitsuki_2001_05_18_19_00-shot18_146-Track1-Frame41568-Face1	kotomitsuki_2001_09_23_19_00-shot23_89-Track1-Frame26829-Face1
naokotakahashi	naokotakahashi_2003_01_30_19_00-shot30_144-Track1-Frame43978-Face1	naokotakahashi_2003_11_17_19_00-shot17_119-Track1-Frame31728-Face1
junichirokoizumi	junichirokoizumi_2001_11_19_19_00-shot19_133-Track1-Frame39407-Face1	junichirokoizumi_2002_09_17_19_00-shot17_43-Track1-Frame8248-Face1
taroaso	taroaso_2008_10_25_19_00-shot25_24-Track1-Frame5310-Face1	taroaso_2010_01_28_19_00-shot28_70-Track1-Frame23726-Face1
yukiohatoyama	yukiohatoyama_2008_04_09_19_00-shot09_139-Track1-Frame18328-Face1	yukiohatoyama_2009_09_04_19_00-shot04_20-Track1-Frame4294-Face1
masahikokhomura	masahikokhomura_2007_06_07_19_00-shot07_31-Track1-Frame10600-Face1	masahikokhomura_2008_06_27_19_00-shot27_48-Track1-Frame12401-Face1
mizuhofukushima	mizuhofukushima_2010_04_13_19_00-shot13_95-Track1-Frame19107-Face1	mizuhofukushima_2010_05_30_19_00-shot30_41-Track1-Frame8150-Face1
kosukekitajima	kosukekitajima_2005_03_10_19_00-shot10_159-Track1-Frame43912-Face1	kosukekitajima_2008_04_26_19_00-shot26_97-Track1-Frame15672-Face2
zico	zico_2006_05_02_19_00-shot02_157-Track1-Frame42633-Face1	zico_2006_05_02_19_00-shot02_163-Track1-Frame44465-Face1
muneosuzuki	muneosuzuki_2002_08_31_19_00-shot31_19-Track1-Frame10873-Face2	muneosuzuki_2010_09_16_19_00-shot16_134-Track1-Frame43074-Face1
ichirosuzuki	ichirosuzuki_2009_03_25_19_00-shot25_74-Track1-Frame9189-Face1	ichirosuzuki_2009_03_25_19_00-shot25_75-Track1-Frame9573-Face1
akihito	akihito_2002_12_25_19_00-shot25_117-Track1-Frame33667-Face1	akihito_2009_12_23_19_00-shot23_92-Track1-Frame22801-Face1
yoichimasuzoe	yoichimasuzoe_2010_03_15_19_00-shot15_76-Track2-Frame13674-Face2	yoichimasuzoe_2010_09_14_19_00-shot14_84-Track1-Frame32974-Face1
katsuyaokada	katsuyaokada_2005_08_08_19_00-shot08_244-Track1-Frame32239-Face1	katsuyaokada_2009_12_05_19_00-shot05_138-Track1-Frame27711-Face1
ryutarohashimoto	ryutarohashimoto_2004_11_30_19_00-shot30_45-Track1-Frame8627-Face1	ryutarohashimoto_2006_07_01_19_00-shot01_58-Track1-Frame8820-Face1
akihito	akihito_2003_01_20_19_00-shot20_238-Track1-Frame50792-Face1	akihito_2009_12_23_19_00-shot23_92-Track1-Frame22801-Face1
naokotakahashi	naokotakahashi_2004_03_15_19_00-shot15_71-Track1-Frame6542-Face2	naokotakahashi_2005_05_09_19_00-shot09_179-Track1-Frame47499-Face1
jintaohu	jintaohu_2008_05_08_19_00-shot08_27-Track2-Frame4153-Face1	jintaohu_2008_05_10_19_00-shot10_60-Track2-Frame10822-Face1
katsuyoshieto	katsuyoshieto_2008_07_17_19_00-shot17_2-Track1-Frame394-Face1	katsuyoshieto_2008_07_18_19_00-shot18_77-Track1-Frame21625-Face1
shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_123-Track1-Frame20500-Face1	shizukaarakawa_2006_05_07_19_00-shot07_57-Track2-Frame14261-Face2
mizuhofukushima	mizuhofukushima_2009_04_22_19_00-shot22_20-Track1-Frame6293-Face1	mizuhofukushima_2009_09_30_19_00-shot30_119-Track1-Frame34984-Face1
akinoriasashoryu	akinoriasashoryu_2003_01_29_19_00-shot29_8-Track1-Frame1779-Face1	akinoriasashoryu_2007_07_30_19_00-shot30_198-Track1-Frame47470-Face2
maoasada	maoasada_2006_08_28_19_00-shot28_171-Track1-Frame46089-Face1	maoasada_2010_02_27_19_00-shot27_51-Track1-Frame19318-Face1
shizukakamei	shizukakamei_2001_04_12_19_00-shot12_82-Track1-Frame13336-Face1	shizukakamei_2007_07_07_19_00-shot07_27-Track1-Frame7218-Face1
yukiohatoyama	yukiohatoyama_2002_12_02_19_00-shot02_2-Track1-Frame402-Face1	yukiohatoyama_2009_06_24_19_00-shot24_31-Track1-Frame9066-Face1
jintaohu	jintaohu_2006_10_08_19_00-shot08_12-Track1-Frame3087-Face1	jintaohu_2008_05_06_19_00-shot06_85-Track1-Frame12524-Face2
georgebush	georgebush_2003_02_01_19_00-shot01_37-Track2-Frame14788-Face1	georgebush_2003_03_18_19_00-shot18_21-Track1-Frame7227-Face1
akihiroohta	akihiroohta_2007_08_07_19_00-shot07_72-Track1-Frame11100-Face1	akihiroohta_2007_12_11_19_00-shot11_50-Track1-Frame12535-Face1
shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_123-Track1-Frame20500-Face1	shizukaarakawa_2006_03_27_19_00-shot27_126-Track1-Frame29086-Face1
osamabinladen	osamabinladen_2001_09_25_19_00-shot25_50-Track1-Frame15895-Face1	osamabinladen_2001_09_29_19_00-shot29_3-Track1-Frame1818-Face1
shoichinakagawa	shoichinakagawa_2009_02_16_19_00-shot16_87-Track1-Frame19710-Face1	shoichinakagawa_2009_02_16_19_00-shot16_9-Track1-Frame1332-Face1
masahikokhomura	masahikokhomura_2008_06_27_19_00-shot27_33-Track1-Frame9207-Face1	masahikokhomura_2008_07_22_19_00-shot22_50-Track1-Frame10246-Face2
zico	zico_2006_05_02_19_00-shot02_161-Track1-Frame44026-Face1	zico_2006_05_02_19_00-shot02_163-Track1-Frame44465-Face1
shin	shin_2001_08_08_19_00-shot08_180-Track1-Frame45657-Face1	shin_2009_06_24_19_00-shot24_5-Track1-Frame1417-Face1
shizukaarakawa	shizukaarakawa_2006_02_26_19_00-shot26_67-Track1-Frame15625-Face1	shizukaarakawa_2006_03_04_19_00-shot04_100-Track1-Frame24271-Face1
barutokaito	barutokaito_2010_03_21_19_00-shot21_203-Track1-Frame47573-Face1	barutokaito_2010_03_29_19_00-shot29_179-Track1-Frame45884-Face1
jong-ilkim	jong-ilkim_2004_06_26_19_00-shot26_119-Track1-Frame30057-Face1	jong-ilkim_2010_09_30_19_00-shot30_43-Track46-Frame20120-Face2
takafumihorie	takafumihorie_2005_02_14_19_00-shot14_41-Track1-Frame17270-Face1	takafumihorie_2005_03_05_19_00-shot05_22-Track1-Frame4062-Face1
seijimaehara	seijimaehara_2009_10_27_19_00-shot27_38-Track1-Frame12965-Face1	seijimaehara_2010_11_30_19_00-shot30_57-Track1-Frame19051-Face1
yasuofukuda	yasuofukuda_2007_09_13_19_00-shot13_2-Track1-Frame35-Face2	yasuofukuda_2008_05_07_19_00-shot07_78-Track1-Frame13169-Face2
marionjones	marionjones_2007_10_06_19_00-shot06_62-Track2-Frame15091-Face2	marionjones_2007_10_06_19_00-shot06_75-Track1-Frame17696-Face1
yumieyoshiba	yumieyoshiba_2006_03_11_19_00-shot11_247-Track1-Frame52448-Face1	yumieyoshiba_2009_03_01_19_00-shot01_213-Track1-Frame49040-Face1
monalisa	monalisa_2008_01_15_19_00-shot15_4-Track1-Frame589-Face1	monalisa_2008_01_15_19_00-shot15_5-Track1-Frame939-Face1
kaoruyosano	kaoruyosano_2009_04_06_19_00-shot06_83-Track1-Frame24059-Face1	kaoruyosano_2010_04_05_19_00-shot05_78-Track1-Frame14333-Face1
seijimaehara	seijimaehara_2006_01_24_19_00-shot24_105-Track1-Frame24582-Face1	seijimaehara_2006_02_21_19_00-shot21_60-Track1-Frame22912-Face1
tonyblair	tonyblair_2001_09_20_19_00-shot20_112-Track1-Frame34010-Face1	tonyblair_2001_10_09_19_00-shot09_139-Track1-Frame45373-Face1
kazuoshii	kazuoshii_2005_08_19_19_00-shot19_69-Track1-Frame22269-Face1	kazuoshii_2005_08_22_19_00-shot22_26-Track1-Frame8707-Face1
masako	masako_2004_05_12_19_00-shot12_111-Track1-Frame28432-Face1	masako_2005_02_23_19_00-shot23_129-Track1-Frame32843-Face1
jintaohu	jintaohu_2005_05_22_19_00-shot22_43-Track1-Frame13948-Face1	jintaohu_2008_05_06_19_00-shot06_60-Track1-Frame8346-Face1
christopherhill	christopherhill_2006_12_16_19_00-shot16_24-Track1-Frame4408-Face1	christopherhill_2006_12_23_19_00-shot23_18-Track1-Frame3848-Face1
taroaso	taroaso_2009_02_18_19_00-shot18_69-Track1-Frame16883-Face1	taroaso_2009_02_18_19_00-shot18_75-Track1-Frame18295-Face1
yoshitosengoku	yoshitosengoku_2010_09_08_19_00-shot08_126-Track1-Frame30463-Face1	yoshitosengoku_2011_01_08_19_00-shot08_9-Track1-Frame4112-Face1
akihito	akihito_2004_06_29_19_00-shot29_102-Track1-Frame27590-Face2	akihito_2006_01_02_19_00-shot02_37-Track1-Frame9635-Face1
ryoishikawa	ryoishikawa_2009_02_14_19_00-shot14_151-Track1-Frame41179-Face1	ryoishikawa_2009_12_07_19_00-shot07_162-Track1-Frame46152-Face1
kaoruyosano	kaoruyosano_2007_08_27_19_00-shot27_169-Track1-Frame27623-Face1	kaoruyosano_2010_04_02_19_00-shot02_42-Track2-Frame12597-Face2
kaoruyosano	kaoruyosano_2009_07_06_19_00-shot06_7-Track1-Frame2506-Face1	kaoruyosano_2010_04_03_19_00-shot03_34-Track2-Frame9560-Face1
katsuyaokada	katsuyaokada_2004_05_13_19_00-shot13_45-Track1-Frame18494-Face1	katsuyaokada_2005_09_03_19_00-shot03_119-Track2-Frame29138-Face1
azumakoshiishi	azumakoshiishi_2010_05_13_19_00-shot13_31-Track1-Frame5625-Face1	azumakoshiishi_2010_06_04_19_00-shot04_225-Track1-Frame35344-Face1
jianchaoliu	jianchaoliu_2005_11_08_19_00-shot08_68-Track1-Frame19547-Face1	jianchaoliu_2008_06_24_19_00-shot24_107-Track1-Frame34506-Face1
kotomitsuki	kotomitsuki_2001_09_23_19_00-shot23_89-Track1-Frame26829-Face1	kotomitsuki_2010_06_25_19_00-shot25_210-Track1-Frame36531-Face1
shintaroishihara	shintaroishihara_2008_06_05_19_00-shot05_132-Track1-Frame40440-Face1	shintaroishihara_2008_12_05_19_00-shot05_136-Track1-Frame36824-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_60-Track1-Frame17347-Face1	sachiyonomura_2001_12_05_19_00-shot05_84-Track1-Frame31300-Face1
seijimaehara	seijimaehara_2010_05_14_19_00-shot14_123-Track1-Frame29875-Face1	seijimaehara_2011_03_06_19_00-shot06_16-Track1-Frame6024-Face1
katsuyoshieto	katsuyoshieto_2008_07_09_19_00-shot09_117-Track1-Frame29908-Face1	katsuyoshieto_2008_07_12_19_00-shot12_116-Track2-Frame28304-Face1
azumakoshiishi	azumakoshiishi_2007_11_30_19_00-shot30_171-Track1-Frame27965-Face1	azumakoshiishi_2009_01_26_19_00-shot26_35-Track1-Frame8347-Face1
masahikokhomura	masahikokhomura_2008_06_27_19_00-shot27_33-Track1-Frame9207-Face1	masahikokhomura_2008_09_04_19_00-shot04_62-Track1-Frame15492-Face1
seijimaehara	seijimaehara_2005_09_21_19_00-shot21_33-Track1-Frame8430-Face1	seijimaehara_2009_10_27_19_00-shot27_38-Track1-Frame12965-Face1
katsuyoshieto	katsuyoshieto_2008_07_09_19_00-shot09_117-Track1-Frame29908-Face1	katsuyoshieto_2008_07_21_19_00-shot21_4-Track1-Frame514-Face1
akinoriasashoryu	akinoriasashoryu_2003_01_24_19_00-shot24_162-Track1-Frame44015-Face1	akinoriasashoryu_2003_01_29_19_00-shot29_8-Track1-Frame1779-Face1
saddamhussein	saddamhussein_2003_12_15_19_00-shot15_73-Track1-Frame18869-Face1	saddamhussein_2007_01_08_19_00-shot08_60-Track1-Frame19275-Face1
aifukuhara	aifukuhara_2004_11_29_19_00-shot29_17-Track1-Frame2813-Face1	aifukuhara_2004_12_06_19_00-shot06_148-Track1-Frame46714-Face1
yasuofukuda	yasuofukuda_2006_05_11_19_00-shot11_11-Track1-Frame1286-Face1	yasuofukuda_2007_12_17_19_00-shot17_91-Track1-Frame24011-Face1
junichirokoizumi	junichirokoizumi_2002_09_01_19_00-shot01_58-Track1-Frame19458-Face1	junichirokoizumi_2003_09_13_19_00-shot13_79-Track2-Frame16564-Face1
myung-baklee	myung-baklee_2008_01_14_19_00-shot14_70-Track1-Frame13591-Face2	myung-baklee_2010_05_24_19_00-shot24_86-Track1-Frame19266-Face1
ichiroozawa	ichiroozawa_2010_01_12_19_00-shot12_127-Track1-Frame28263-Face1	ichiroozawa_2010_01_14_19_00-shot14_51-Track1-Frame12209-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_53-Track1-Frame13184-Face1	yoshimiwatanabe_2007_08_31_19_00-shot31_168-Track1-Frame38151-Face1
takenorikanzaki	takenorikanzaki_2006_07_20_19_00-shot20_88-Track1-Frame24633-Face1	takenorikanzaki_2007_06_07_19_00-shot07_93-Track1-Frame31639-Face1
yasuofukuda	yasuofukuda_2008_03_27_19_00-shot27_10-Track1-Frame2781-Face1	yasuofukuda_2008_03_30_19_00-shot30_14-Track1-Frame3908-Face1
sadakazutanigaki	sadakazutanigaki_2010_08_11_19_00-shot11_98-Track1-Frame30755-Face1	sadakazutanigaki_2010_12_13_19_00-shot13_5-Track1-Frame1113-Face1
shintaroishihara	shintaroishihara_2008_03_26_19_00-shot26_129-Track1-Frame28934-Face2	shintaroishihara_2008_04_18_19_00-shot18_42-Track1-Frame10996-Face1
masako	masako_2002_04_02_19_00-shot02_128-Track1-Frame37605-Face1	masako_2004_06_25_19_00-shot25_185-Track1-Frame41836-Face1
junichirokoizumi	junichirokoizumi_2001_07_27_19_00-shot27_55-Track1-Frame16390-Face1	junichirokoizumi_2002_09_24_19_00-shot24_64-Track1-Frame16775-Face1
takafumihorie	takafumihorie_2005_03_03_19_00-shot03_154-Track1-Frame31331-Face1	takafumihorie_2005_07_29_19_00-shot29_79-Track1-Frame26700-Face1
kazuoshii	kazuoshii_2003_11_01_19_00-shot01_19-Track1-Frame7061-Face1	kazuoshii_2005_01_04_19_00-shot04_155-Track2-Frame35925-Face1
tetsuroyano	tetsuroyano_2008_07_05_19_00-shot05_140-Track1-Frame34945-Face1	tetsuroyano_2008_07_10_19_00-shot10_10-Track2-Frame3334-Face2
katsuyoshieto	katsuyoshieto_2008_07_18_19_00-shot18_77-Track1-Frame21625-Face1	katsuyoshieto_2008_07_25_19_00-shot25_88-Track1-Frame23437-Face2
wataruabe	wataruabe_2007_03_28_19_00-shot28_186-Track1-Frame46078-Face1	wataruabe_2007_11_29_19_00-shot29_139-Track1-Frame37643-Face1
kaoruyosano	kaoruyosano_2007_08_27_19_00-shot27_169-Track1-Frame27623-Face1	kaoruyosano_2008_09_04_19_00-shot04_22-Track1-Frame4325-Face1
taroaso	taroaso_2009_02_25_19_00-shot25_43-Track1-Frame11205-Face1	taroaso_2009_03_15_19_00-shot15_22-Track1-Frame4456-Face1
moo-hyunroh	moo-hyunroh_2003_06_07_19_00-shot07_25-Track1-Frame5383-Face1	moo-hyunroh_2003_06_07_19_00-shot07_32-Track1-Frame6407-Face1
akihito	akihito_2009_01_02_19_00-shot02_109-Track1-Frame23971-Face1	akihito_2009_12_23_19_00-shot23_92-Track1-Frame22801-Face1
monalisa	monalisa_2006_04_27_19_00-shot27_68-Track1-Frame19667-Face1	monalisa_2008_01_15_19_00-shot15_69-Track3-Frame24577-Face1
sadakazutanigaki	sadakazutanigaki_2009_09_28_19_00-shot28_65-Track1-Frame13287-Face1	sadakazutanigaki_2010_05_27_19_00-shot27_29-Track1-Frame9618-Face1
takakodoi	takakodoi_2001_08_14_19_00-shot14_44-Track1-Frame11278-Face1	takakodoi_2002_02_19_19_00-shot19_72-Track1-Frame14599-Face1
yukiohatoyama	yukiohatoyama_2007_09_10_19_00-shot10_50-Track1-Frame9477-Face1	yukiohatoyama_2009_07_01_19_00-shot01_50-Track2-Frame20535-Face1
mizuhofukushima	mizuhofukushima_2009_08_04_19_00-shot04_85-Track1-Frame24912-Face1	mizuhofukushima_2010_05_27_19_00-shot27_16-Track1-Frame4372-Face1
tonyblair	tonyblair_2001_09_19_19_00-shot19_79-Track1-Frame21863-Face1	tonyblair_2001_09_21_19_00-shot21_48-Track1-Frame13346-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_90-Track1-Frame29693-Face1	shigeofukuchi_2008_01_25_19_00-shot25_96-Track1-Frame30895-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_8-Track1-Frame1891-Face1	kosukekitajima_2005_02_26_19_00-shot26_201-Track2-Frame48151-Face1
aimiyazato	aimiyazato_2005_03_30_19_00-shot30_185-Track1-Frame42872-Face1	aimiyazato_2005_12_08_19_00-shot08_210-Track1-Frame46910-Face1
maoasada	maoasada_2006_03_02_19_00-shot02_176-Track1-Frame41054-Face1	maoasada_2010_02_26_19_00-shot26_217-Track1-Frame53658-Face1
takafumihorie	takafumihorie_2006_01_17_19_00-shot17_7-Track1-Frame492-Face1	takafumihorie_2008_07_25_19_00-shot25_7-Track2-Frame2292-Face1
barakobama	barakobama_2009_11_10_19_00-shot10_15-Track1-Frame3960-Face1	barakobama_2010_05_19_19_00-shot19_168-Track2-Frame41007-Face1
colinpowell	colinpowell_2004_09_14_19_00-shot14_10-Track1-Frame1684-Face1	colinpowell_2005_09_10_19_00-shot10_122-Track2-Frame33579-Face1
tonyblair	tonyblair_2001_09_21_19_00-shot21_47-Track1-Frame13186-Face1	tonyblair_2001_09_21_19_00-shot21_48-Track1-Frame13346-Face1
masaakishirakawa	masaakishirakawa_2008_04_11_19_00-shot11_3-Track1-Frame212-Face1	masaakishirakawa_2010_06_15_19_00-shot15_185-Track1-Frame45050-Face1
kazuoshii	kazuoshii_2001_07_05_19_00-shot05_43-Track1-Frame14885-Face1	kazuoshii_2005_08_22_19_00-shot22_29-Track1-Frame9644-Face1
naruhito	naruhito_2004_05_10_19_00-shot10_159-Track1-Frame30963-Face1	naruhito_2004_05_12_19_00-shot12_104-Track1-Frame26362-Face1
condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10692-Face1	condoleezzarice_2005_03_18_19_00-shot18_96-Track2-Frame26299-Face1
ichirosuzuki	ichirosuzuki_2005_01_19_19_00-shot19_149-Track1-Frame43794-Face1	ichirosuzuki_2006_03_17_19_00-shot17_78-Track1-Frame15859-Face1
hidekimatsui	hidekimatsui_2004_05_03_19_00-shot03_166-Track1-Frame46102-Face1	hidekimatsui_2005_07_08_19_00-shot08_188-Track1-Frame46716-Face1
naokotakahashi	naokotakahashi_2004_03_15_19_00-shot15_72-Track1-Frame6753-Face1	naokotakahashi_2005_11_18_19_00-shot18_189-Track1-Frame49104-Face1
seijimaehara	seijimaehara_2006_03_04_19_00-shot04_32-Track1-Frame8016-Face1	seijimaehara_2010_09_14_19_00-shot14_113-Track1-Frame47157-Face1
