10	300
masayoshison	masayoshison_2006_11_08_19_00-shot08_146-Track1-Frame45062-Face1	yoshitosengoku	yoshitosengoku_2009_09_17_19_00-shot17_77-Track1-Frame15175-Face1
takeshiokada	takeshiokada_2009_06_18_19_00-shot18_180-Track1-Frame48301-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18400-Face1
saenakarai	saenakarai_2005_08_17_19_00-shot17_236-Track1-Frame49424-Face1	shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_123-Track1-Frame20643-Face1
dae-jungkim	dae-jungkim_2001_10_16_19_00-shot16_199-Track1-Frame58158-Face2	moo-hyunroh	moo-hyunroh_2004_03_18_19_00-shot18_128-Track1-Frame28507-Face1
yukioedano	yukioedano_2011_04_13_19_00-shot13_30-Track1-Frame36363-Face1	johnmccain	johnmccain_2008_09_27_19_00-shot27_85-Track1-Frame28373-Face1
barutokaito	barutokaito_2010_03_23_19_00-shot23_178-Track1-Frame47536-Face1	yoshimiwatanabe	yoshimiwatanabe_2009_08_08_19_00-shot08_64-Track2-Frame19550-Face1
sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1	masaakishirakawa	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1
yujiang	yujiang_2008_04_03_19_00-shot03_11-Track1-Frame1182-Face1	yukioedano	yukioedano_2011_03_30_19_00-shot30_58-Track1-Frame26640-Face1
ichiroozawa	ichiroozawa_2008_06_05_19_00-shot05_17-Track1-Frame6121-Face2	shinrikyoaum	shinrikyoaum_2006_02_20_19_00-shot20_9-Track2-Frame2898-Face1
ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_56-Track1-Frame25167-Face1	sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1
seijimaehara	seijimaehara_2009_11_29_19_00-shot29_32-Track2-Frame8481-Face1	yumieyoshiba	yumieyoshiba_2006_03_11_19_00-shot11_247-Track1-Frame52416-Face1
ebizoichikawa	ebizoichikawa_2010_12_28_19_00-shot28_79-Track1-Frame37570-Face1	fujiomitarai	fujiomitarai_2009_08_03_19_00-shot03_86-Track1-Frame26257-Face1
masayoshison	masayoshison_2006_11_08_19_00-shot08_146-Track1-Frame45062-Face1	moo-hyunroh	moo-hyunroh_2007_10_03_19_00-shot03_146-Track1-Frame31056-Face1
christopherhill	christopherhill_2007_08_13_19_00-shot13_188-Track1-Frame43227-Face1	barutokaito	barutokaito_2010_03_21_19_00-shot21_203-Track1-Frame47389-Face1
donaldrumsfeld	donaldrumsfeld_2003_02_27_19_00-shot27_25-Track1-Frame9645-Face1	akihito	akihito_2006_01_02_19_00-shot02_37-Track1-Frame9693-Face1
syunsaito	syunsaito_2008_02_04_19_00-shot04_119-Track1-Frame35573-Face1	shoichinakagawa	shoichinakagawa_2005_01_19_19_00-shot19_67-Track1-Frame19477-Face1
colinpowell	colinpowell_2004_09_14_19_00-shot14_86-Track1-Frame27480-Face1	hillaryclinton	hillaryclinton_2009_02_17_19_00-shot17_178-Track1-Frame34497-Face1
tonyblair	tonyblair_2001_09_19_19_00-shot19_79-Track1-Frame22172-Face1	syunsaito	syunsaito_2008_02_04_19_00-shot04_119-Track1-Frame35573-Face1
akiotoyoda	akiotoyoda_2010_02_09_19_00-shot09_82-Track1-Frame16062-Face1	naokotakahashi	naokotakahashi_2004_03_15_19_00-shot15_72-Track1-Frame6681-Face2
bunmeiibuki	bunmeiibuki_2008_03_27_19_00-shot27_30-Track1-Frame11998-Face1	condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10662-Face1
donaldrumsfeld	donaldrumsfeld_2001_12_12_19_00-shot12_11-Track1-Frame5469-Face1	yujiang	yujiang_2006_07_11_19_00-shot11_36-Track1-Frame12773-Face1
kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track1-Frame7681-Face1	jiwoochoi	jiwoochoi_2004_03_22_19_00-shot22_139-Track1-Frame29409-Face2
steffigraf	steffigraf_2007_04_21_19_00-shot21_128-Track1-Frame29900-Face1	yukioedano	yukioedano_2011_04_19_19_00-shot19_32-Track1-Frame29038-Face1
takeshiokada	takeshiokada_2006_06_12_19_00-shot12_58-Track1-Frame18148-Face1	colinpowell	colinpowell_2005_09_10_19_00-shot10_131-Track2-Frame35229-Face1
masako	masako_2004_06_25_19_00-shot25_185-Track1-Frame41802-Face1	naokotakahashi	naokotakahashi_2005_11_10_19_00-shot10_164-Track1-Frame46804-Face1
naokotakahashi	naokotakahashi_2001_10_07_19_00-shot07_92-Track1-Frame31340-Face1	jiabaowen	jiabaowen_2005_10_12_19_00-shot12_58-Track1-Frame14964-Face1
masako	masako_2005_03_10_19_00-shot10_122-Track1-Frame34738-Face1	aifukuhara	aifukuhara_2002_12_23_19_00-shot23_179-Track1-Frame41712-Face1
yasuofukuda	yasuofukuda_2008_03_27_19_00-shot27_36-Track1-Frame13801-Face1	makikotanaka	makikotanaka_2001_07_26_19_00-shot26_68-Track1-Frame19917-Face1
kotomitsuki	kotomitsuki_2010_06_14_19_00-shot14_22-Track1-Frame3024-Face1	katsuyoshieto	katsuyoshieto_2008_07_15_19_00-shot15_125-Track1-Frame33326-Face1
takeshikoizumi	takeshikoizumi_2008_12_04_19_00-shot04_84-Track1-Frame24911-Face1	renhomurata	renhomurata_2010_04_26_19_00-shot26_92-Track26-Frame26422-Face1
ichirosuzuki	ichirosuzuki_2002_01_17_19_00-shot17_39-Track1-Frame10287-Face1	kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track1-Frame7681-Face1
naruhito	naruhito_2003_01_14_19_00-shot14_92-Track1-Frame36207-Face2	naotokan	naotokan_2011_05_12_19_00-shot12_32-Track1-Frame26626-Face1
nicolassakozy	nicolassakozy_2008_07_08_19_00-shot08_42-Track1-Frame14114-Face1	johnkerry	johnkerry_2004_03_03_19_00-shot03_66-Track2-Frame22820-Face1
donaldrumsfeld	donaldrumsfeld_2004_11_09_19_00-shot09_32-Track1-Frame6921-Face1	makikotanaka	makikotanaka_2002_04_16_19_00-shot16_56-Track1-Frame17308-Face2
steffigraf	steffigraf_2007_04_23_19_00-shot23_115-Track1-Frame24012-Face1	hideohigashikokubaru	hideohigashikokubaru_2010_07_15_19_00-shot15_18-Track1-Frame5395-Face1
barutokaito	barutokaito_2010_01_18_19_00-shot18_211-Track1-Frame48790-Face1	yujiang	yujiang_2010_09_30_19_00-shot30_25-Track1-Frame12190-Face1
barakobama	barakobama_2010_05_19_19_00-shot19_168-Track2-Frame41027-Face1	mahmoudahmadinejad	mahmoudahmadinejad_2006_02_05_19_00-shot05_116-Track1-Frame23622-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45792-Face2	akihiroohta	akihiroohta_2008_08_26_19_00-shot26_84-Track1-Frame23634-Face1
takeshikoizumi	takeshikoizumi_2008_11_24_19_00-shot24_44-Track1-Frame9658-Face1	kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_8-Track1-Frame1719-Face1
jong-ilkim	jong-ilkim_2007_09_17_19_00-shot17_113-Track2-Frame31397-Face1	jianchaoliu	jianchaoliu_2008_05_07_19_00-shot07_125-Track1-Frame22270-Face1
shigeofukuchi	shigeofukuchi_2010_10_14_19_00-shot14_60-Track1-Frame39925-Face1	yukiohatoyama	yukiohatoyama_2010_04_12_19_00-shot12_56-Track1-Frame15991-Face1
katsuyaokada	katsuyaokada_2010_02_21_19_00-shot21_197-Track1-Frame39445-Face1	jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_96-Track1-Frame22509-Face1
jintaohu	jintaohu_2006_10_03_19_00-shot03_158-Track2-Frame44372-Face1	donaldrumsfeld	donaldrumsfeld_2001_12_19_19_00-shot19_123-Track1-Frame37797-Face1
renhomurata	renhomurata_2010_04_23_19_00-shot23_21-Track1-Frame6140-Face1	masakunimurakami	masakunimurakami_2001_03_21_19_00-shot21_68-Track1-Frame17882-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_20-Track1-Frame5192-Face1	ryoishikawa	ryoishikawa_2008_01_07_19_00-shot07_176-Track1-Frame47657-Face1
aifukuhara	aifukuhara_2004_08_20_19_00-shot20_125-Track1-Frame25743-Face2	saenakarai	saenakarai_2005_07_11_19_00-shot11_187-Track1-Frame52622-Face1
shinrikyoaum	shinrikyoaum_2004_07_07_19_00-shot07_67-Track1-Frame17656-Face1	steffigraf	steffigraf_2007_05_06_19_00-shot06_77-Track3-Frame19687-Face2
johnmccain	johnmccain_2008_09_27_19_00-shot27_85-Track1-Frame28373-Face1	mizuhofukushima	mizuhofukushima_2007_08_01_19_00-shot01_87-Track1-Frame19588-Face1
jiabaowen	jiabaowen_2005_03_14_19_00-shot14_103-Track1-Frame30506-Face1	zico	zico_2006_05_09_19_00-shot09_72-Track1-Frame20648-Face1
jrtokaibusstaff	jrtokaibusstaff_2008_07_17_19_00-shot17_35-Track1-Frame9425-Face1	christopherhill	christopherhill_2006_12_23_19_00-shot23_18-Track1-Frame3809-Face1
naokotakahashi	naokotakahashi_2005_11_18_19_00-shot18_189-Track1-Frame48967-Face1	makikotanaka	makikotanaka_2001_12_18_19_00-shot18_8-Track1-Frame1194-Face1
shinzoabe	shinzoabe_2006_11_20_19_00-shot20_86-Track2-Frame22298-Face1	shin	shin_2003_01_03_19_00-shot03_71-Track1-Frame20574-Face1
sadakazutanigaki	sadakazutanigaki_2010_04_15_19_00-shot15_65-Track1-Frame18908-Face1	yukiohatoyama	yukiohatoyama_2008_10_29_19_00-shot29_7-Track1-Frame765-Face1
nicolassakozy	nicolassakozy_2008_07_08_19_00-shot08_42-Track1-Frame14114-Face1	dae-jungkim	dae-jungkim_2002_03_13_19_00-shot13_130-Track1-Frame39536-Face1
tetsuroyano	tetsuroyano_2008_07_25_19_00-shot25_89-Track1-Frame23888-Face1	ichirosuzuki	ichirosuzuki_2009_04_16_19_00-shot16_38-Track1-Frame6496-Face1
taroaso	taroaso_2001_04_21_19_00-shot21_15-Track1-Frame5595-Face2	maoasada	maoasada_2006_03_02_19_00-shot02_18-Track1-Frame2426-Face1
jiabaowen	jiabaowen_2008_03_18_19_00-shot18_120-Track1-Frame25834-Face1	akihiroohta	akihiroohta_2008_11_18_19_00-shot18_64-Track1-Frame19592-Face1
bunmeiibuki	bunmeiibuki_2007_06_07_19_00-shot07_32-Track1-Frame11818-Face1	hillaryclinton	hillaryclinton_2009_01_14_19_00-shot14_48-Track1-Frame16481-Face1
jrtokaibusstaff	jrtokaibusstaff_2007_04_10_19_00-shot10_75-Track1-Frame21519-Face1	condoleezzarice	condoleezzarice_2006_10_12_19_00-shot12_31-Track1-Frame8129-Face1
aifukuhara	aifukuhara_2002_12_23_19_00-shot23_179-Track1-Frame41712-Face1	seijimaehara	seijimaehara_2009_09_25_19_00-shot25_72-Track1-Frame22628-Face1
gloriamacapagal-arroyo	gloriamacapagal-arroyo_2006_02_25_19_00-shot25_85-Track1-Frame25990-Face1	yoichimasuzoe	yoichimasuzoe_2009_07_06_19_00-shot06_21-Track3-Frame4477-Face1
saddamhussein	saddamhussein_2005_07_18_19_00-shot18_67-Track1-Frame16174-Face1	shoichinakagawa	shoichinakagawa_2005_12_09_19_00-shot09_150-Track1-Frame43298-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11970-Face2	masayoshison	masayoshison_2007_10_15_19_00-shot15_190-Track1-Frame47054-Face1
takafumihorie	takafumihorie_2005_03_16_19_00-shot16_25-Track1-Frame5193-Face2	mizuhofukushima	mizuhofukushima_2009_09_30_19_00-shot30_119-Track1-Frame35178-Face1
jintaohu	jintaohu_2008_05_04_19_00-shot04_43-Track1-Frame8651-Face1	akihiroohta	akihiroohta_2008_11_27_19_00-shot27_121-Track1-Frame28366-Face1
jyun	jyun_2008_02_07_19_00-shot07_41-Track2-Frame12069-Face1	katsuyoshieto	katsuyoshieto_2008_07_15_19_00-shot15_125-Track1-Frame33326-Face1
hillaryclinton	hillaryclinton_2010_01_08_19_00-shot08_90-Track4-Frame28487-Face1	sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_62-Track1-Frame17529-Face2
kazuoshii	kazuoshii_2009_09_30_19_00-shot30_121-Track1-Frame35697-Face1	jiwoochoi	jiwoochoi_2004_03_22_19_00-shot22_139-Track1-Frame29409-Face2
tonyblair	tonyblair_2001_10_10_19_00-shot10_125-Track1-Frame50133-Face1	muneosuzuki	muneosuzuki_2002_08_21_19_00-shot21_54-Track1-Frame13750-Face1
ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42934-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18400-Face1
ebizoichikawa	ebizoichikawa_2010_12_28_19_00-shot28_79-Track1-Frame37570-Face1	sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_178-Track1-Frame45792-Face2
pervezmusharraf	pervezmusharraf_2001_09_16_19_00-shot16_83-Track1-Frame21485-Face1	aifukuhara	aifukuhara_2004_12_01_19_00-shot01_191-Track1-Frame47876-Face1
kikokawashima	kikokawashima_2006_09_01_19_00-shot01_12-Track1-Frame1480-Face1	akihito	akihito_2002_12_25_19_00-shot25_117-Track1-Frame33505-Face1
yoshitosengoku	yoshitosengoku_2009_10_19_19_00-shot19_82-Track3-Frame22977-Face1	syunsaito	syunsaito_2008_02_04_19_00-shot04_119-Track1-Frame35573-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_154-Track1-Frame38895-Face1	ichiroozawa	ichiroozawa_2007_10_16_19_00-shot16_43-Track1-Frame13176-Face1
ebizoichikawa	ebizoichikawa_2010_12_07_19_00-shot07_66-Track1-Frame42934-Face1	hidekimatsui	hidekimatsui_2007_06_10_19_00-shot10_9-Track1-Frame1473-Face1
kenfunato	kenfunato_2008_02_27_19_00-shot27_29-Track1-Frame7681-Face1	shoichinakagawa	shoichinakagawa_2008_10_25_19_00-shot25_70-Track1-Frame20264-Face1
takeshiokada	takeshiokada_2009_06_18_19_00-shot18_180-Track1-Frame48301-Face1	shinzoabe	shinzoabe_2003_09_17_19_00-shot17_57-Track1-Frame14214-Face1
maoasada	maoasada_2009_07_08_19_00-shot08_190-Track1-Frame48128-Face1	masakunimurakami	masakunimurakami_2001_03_26_19_00-shot26_64-Track1-Frame12566-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_06_12_19_00-shot12_136-Track1-Frame31980-Face1	wataruabe	wataruabe_2007_06_20_19_00-shot20_61-Track1-Frame19744-Face1
moo-hyunroh	moo-hyunroh_2006_10_11_19_00-shot11_107-Track1-Frame30496-Face1	pervezmusharraf	pervezmusharraf_2001_10_15_19_00-shot15_199-Track1-Frame73465-Face1
pervezmusharraf	pervezmusharraf_2001_10_31_19_00-shot31_53-Track1-Frame12530-Face1	takeshikoizumi	takeshikoizumi_2008_12_04_19_00-shot04_84-Track1-Frame24911-Face1
dae-jungkim	dae-jungkim_2001_10_16_19_00-shot16_199-Track1-Frame58158-Face2	johnkerry	johnkerry_2007_11_21_19_00-shot21_67-Track1-Frame23334-Face1
aifukuhara	aifukuhara_2003_05_27_19_00-shot27_178-Track1-Frame45107-Face2	shigeofukuchi	shigeofukuchi_2010_10_14_19_00-shot14_60-Track1-Frame39925-Face1
syunsaito	syunsaito_2008_02_08_19_00-shot08_18-Track1-Frame4830-Face1	akitakasaiki	akitakasaiki_2008_12_07_19_00-shot07_96-Track1-Frame35073-Face1
syunsaito	syunsaito_2008_02_08_19_00-shot08_18-Track1-Frame4830-Face1	seijimaehara	seijimaehara_2006_04_10_19_00-shot10_155-Track1-Frame28779-Face1
ryutarohashimoto	ryutarohashimoto_2004_11_24_19_00-shot24_87-Track1-Frame23497-Face1	yukioedano	yukioedano_2011_05_01_19_00-shot01_21-Track1-Frame7674-Face1
shizukaarakawa	shizukaarakawa_2006_03_27_19_00-shot27_125-Track1-Frame28803-Face1	nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_58-Track2-Frame13983-Face1
jrtokaibusstaff	jrtokaibusstaff_2007_06_17_19_00-shot17_66-Track1-Frame16882-Face1	jiabaowen	jiabaowen_2005_10_12_19_00-shot12_58-Track1-Frame14964-Face1
kaoruyosano	kaoruyosano_2009_07_18_19_00-shot18_41-Track1-Frame12356-Face1	wataruabe	wataruabe_2007_09_25_19_00-shot25_26-Track1-Frame8358-Face1
muneosuzuki	muneosuzuki_2002_04_30_19_00-shot30_54-Track1-Frame17727-Face1	ichiroozawa	ichiroozawa_2007_01_01_19_00-shot01_86-Track1-Frame20063-Face1
steffigraf	steffigraf_2007_04_23_19_00-shot23_115-Track1-Frame24012-Face1	johnmccain	johnmccain_2008_09_05_19_00-shot05_82-Track1-Frame23017-Face1
yujiang	yujiang_2006_07_11_19_00-shot11_36-Track1-Frame12773-Face1	masako	masako_2002_12_05_19_00-shot05_223-Track1-Frame38283-Face1
saenakarai	saenakarai_2006_07_12_19_00-shot12_172-Track1-Frame49337-Face1	wataruabe	wataruabe_2007_05_02_19_00-shot02_11-Track1-Frame1683-Face1
yukiohatoyama	yukiohatoyama_2009_09_09_19_00-shot09_112-Track1-Frame19245-Face1	condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15814-Face1
muneosuzuki	muneosuzuki_2001_07_02_19_00-shot02_71-Track1-Frame26010-Face1	donaldrumsfeld	donaldrumsfeld_2003_03_24_19_00-shot24_75-Track1-Frame26154-Face1
takeshikoizumi	takeshikoizumi_2008_11_29_19_00-shot29_148-Track1-Frame37658-Face1	natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37678-Face1
azumakoshiishi	azumakoshiishi_2010_06_04_19_00-shot04_225-Track1-Frame35512-Face1	colinpowell	colinpowell_2001_03_22_19_00-shot22_116-Track2-Frame38946-Face1
ichirosuzuki	ichirosuzuki_2009_07_14_19_00-shot14_161-Track1-Frame45858-Face1	johnmccain	johnmccain_2008_09_27_19_00-shot27_85-Track1-Frame28373-Face1
masako	masako_2005_03_10_19_00-shot10_122-Track1-Frame34738-Face1	makikotanaka	makikotanaka_2001_05_30_19_00-shot30_59-Track1-Frame20950-Face1
akiotoyoda	akiotoyoda_2009_01_20_19_00-shot20_137-Track1-Frame33933-Face1	barakobama	barakobama_2008_12_30_19_00-shot30_98-Track1-Frame28026-Face1
shigeofukuchi	shigeofukuchi_2010_07_06_19_00-shot06_36-Track1-Frame11940-Face1	ichirosuzuki	ichirosuzuki_2009_04_17_19_00-shot17_4-Track1-Frame393-Face1
masakunimurakami	masakunimurakami_2001_03_26_19_00-shot26_64-Track1-Frame12566-Face1	christopherhill	christopherhill_2007_08_13_19_00-shot13_188-Track1-Frame43227-Face1
hidekimatsui	hidekimatsui_2002_11_26_19_00-shot26_206-Track1-Frame46156-Face1	tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_60-Track1-Frame14116-Face1
yumieyoshiba	yumieyoshiba_2006_04_15_19_00-shot15_172-Track1-Frame49607-Face1	hideohigashikokubaru	hideohigashikokubaru_2010_07_01_19_00-shot01_114-Track1-Frame24968-Face1
seijimaehara	seijimaehara_2010_09_14_19_00-shot14_113-Track1-Frame47083-Face3	naokotakahashi	naokotakahashi_2003_11_17_19_00-shot17_118-Track1-Frame31539-Face1
shinzoabe	shinzoabe_2007_07_01_19_00-shot01_67-Track1-Frame19362-Face1	kaoruyosano	kaoruyosano_2007_08_30_19_00-shot30_28-Track1-Frame9174-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_06_12_19_00-shot12_136-Track1-Frame31980-Face1	takenorikanzaki	takenorikanzaki_2006_07_20_19_00-shot20_88-Track1-Frame24611-Face2
shohakuho	shohakuho_2010_08_30_19_00-shot30_119-Track1-Frame38326-Face1	takenorikanzaki	takenorikanzaki_2007_06_07_19_00-shot07_93-Track1-Frame31650-Face2
ichirosuzuki	ichirosuzuki_2009_04_16_19_00-shot16_38-Track1-Frame6496-Face1	masahikokhomura	masahikokhomura_2008_09_05_19_00-shot05_121-Track1-Frame30178-Face1
mizuhofukushima	mizuhofukushima_2010_05_06_19_00-shot06_34-Track2-Frame12271-Face1	naokotakahashi	naokotakahashi_2008_10_28_19_00-shot28_105-Track1-Frame16039-Face1
moo-hyunroh	moo-hyunroh_2003_02_25_19_00-shot25_142-Track1-Frame26790-Face1	yoshimiwatanabe	yoshimiwatanabe_2009_08_08_19_00-shot08_64-Track2-Frame19550-Face1
bunmeiibuki	bunmeiibuki_2007_09_24_19_00-shot24_45-Track1-Frame9280-Face1	kikokawashima	kikokawashima_2006_07_27_19_00-shot27_153-Track1-Frame34952-Face1
shinzoabe	shinzoabe_2007_01_24_19_00-shot24_130-Track1-Frame40596-Face1	wataruabe	wataruabe_2007_05_28_19_00-shot28_177-Track1-Frame39506-Face1
masako	masako_2005_02_23_19_00-shot23_129-Track1-Frame32860-Face1	masakunimurakami	masakunimurakami_2001_06_29_19_00-shot29_74-Track1-Frame30986-Face1
osamabinladen	osamabinladen_2003_12_17_19_00-shot17_48-Track1-Frame12301-Face1	daisuketakahashi	daisuketakahashi_2010_03_30_19_00-shot30_166-Track1-Frame44956-Face1
hillaryclinton	hillaryclinton_2008_02_02_19_00-shot02_65-Track1-Frame25384-Face1	maoasada	maoasada_2006_03_02_19_00-shot02_18-Track1-Frame2426-Face1
shigeofukuchi	shigeofukuchi_2010_07_06_19_00-shot06_36-Track1-Frame11940-Face1	ebizoichikawa	ebizoichikawa_2010_12_28_19_00-shot28_79-Track1-Frame37570-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_02_10_19_00-shot10_36-Track1-Frame8556-Face1	georgebush	georgebush_2002_08_30_19_00-shot30_122-Track1-Frame40092-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_08_28_19_00-shot28_85-Track1-Frame41545-Face1	ichiroozawa	ichiroozawa_2008_11_22_19_00-shot22_55-Track3-Frame15238-Face1
donaldrumsfeld	donaldrumsfeld_2003_04_10_19_00-shot10_116-Track1-Frame26782-Face1	natsuoyamaguchi	natsuoyamaguchi_2010_05_07_19_00-shot07_52-Track1-Frame14543-Face1
katsuyaokada	katsuyaokada_2010_05_27_19_00-shot27_24-Track1-Frame6802-Face1	shinrikyoaum	shinrikyoaum_2003_10_30_19_00-shot30_22-Track1-Frame5482-Face1
jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_96-Track1-Frame22509-Face1	wataruabe	wataruabe_2006_05_05_19_00-shot05_149-Track1-Frame42244-Face1
sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1	syunsaito	syunsaito_2008_02_10_19_00-shot10_11-Track1-Frame2827-Face2
aimiyazato	aimiyazato_2005_12_23_19_00-shot23_183-Track1-Frame45300-Face1	shoichinakagawa	shoichinakagawa_2006_09_25_19_00-shot25_40-Track1-Frame6614-Face1
jong-ilkim	jong-ilkim_2007_03_04_19_00-shot04_48-Track1-Frame13064-Face2	takenorikanzaki	takenorikanzaki_2006_09_14_19_00-shot14_87-Track1-Frame28797-Face1
shohakuho	shohakuho_2006_05_16_19_00-shot16_228-Track1-Frame47277-Face1	kosukekitajima	kosukekitajima_2008_04_26_19_00-shot26_96-Track4-Frame15544-Face1
hidekimatsui	hidekimatsui_2004_10_21_19_00-shot21_202-Track1-Frame47590-Face1	steffigraf	steffigraf_2007_05_06_19_00-shot06_77-Track3-Frame19687-Face2
georgebush	georgebush_2003_02_11_19_00-shot11_10-Track1-Frame3797-Face1	marionjones	marionjones_2007_10_06_19_00-shot06_75-Track1-Frame17800-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37678-Face1	yoichimasuzoe	yoichimasuzoe_2009_04_28_19_00-shot28_72-Track1-Frame20566-Face1
muneosuzuki	muneosuzuki_2002_08_31_19_00-shot31_19-Track1-Frame10894-Face1	shohakuho	shohakuho_2010_07_14_19_00-shot14_8-Track1-Frame1198-Face1
pervezmusharraf	pervezmusharraf_2001_10_03_19_00-shot03_26-Track1-Frame8203-Face1	wataruabe	wataruabe_2007_11_29_19_00-shot29_139-Track1-Frame37640-Face1
johnkerry	johnkerry_2004_03_03_19_00-shot03_66-Track2-Frame22820-Face1	christopherhill	christopherhill_2008_06_19_19_00-shot19_105-Track1-Frame26025-Face1
barakobama	barakobama_2008_02_09_19_00-shot09_125-Track1-Frame36830-Face1	masayoshison	masayoshison_2006_10_30_19_00-shot30_82-Track1-Frame23332-Face1
seijimaehara	seijimaehara_2006_02_26_19_00-shot26_10-Track2-Frame4271-Face1	tonyblair	tonyblair_2003_04_08_19_00-shot08_93-Track1-Frame25829-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_8-Track1-Frame1719-Face1	johnmccain	johnmccain_2008_09_05_19_00-shot05_82-Track1-Frame23017-Face1
steffigraf	steffigraf_2007_04_22_19_00-shot22_98-Track1-Frame27350-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18400-Face1
junichirokoizumi	junichirokoizumi_2006_07_05_19_00-shot05_84-Track1-Frame19342-Face1	vladimirputin	vladimirputin_2001_03_23_19_00-shot23_49-Track1-Frame18164-Face2
sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1	nariakinakayama	nariakinakayama_2008_09_28_19_00-shot28_23-Track1-Frame5308-Face1
ryoishikawa	ryoishikawa_2011_02_05_19_00-shot05_86-Track1-Frame48871-Face1	jiabaowen	jiabaowen_2007_10_22_19_00-shot22_122-Track1-Frame34009-Face1
sachiyonomura	sachiyonomura_2001_12_26_19_00-shot26_138-Track1-Frame41167-Face2	shin	shin_2009_10_07_19_00-shot07_83-Track1-Frame19799-Face1
jiabaowen	jiabaowen_2009_10_10_19_00-shot10_47-Track3-Frame12025-Face1	kaoriiida	kaoriiida_2008_01_18_19_00-shot18_49-Track1-Frame12034-Face1
aimiyazato	aimiyazato_2003_10_07_19_00-shot07_188-Track1-Frame44512-Face1	moo-hyunroh	moo-hyunroh_2007_09_11_19_00-shot11_155-Track1-Frame38057-Face1
yukioedano	yukioedano_2010_06_05_19_00-shot05_24-Track1-Frame5512-Face1	naotokan	naotokan_2010_11_14_19_00-shot14_44-Track1-Frame11787-Face1
osamabinladen	osamabinladen_2001_11_20_19_00-shot20_46-Track1-Frame17243-Face1	pervezmusharraf	pervezmusharraf_2001_09_16_19_00-shot16_83-Track1-Frame21485-Face1
dae-jungkim	dae-jungkim_2001_10_16_19_00-shot16_199-Track1-Frame58158-Face2	shohakuho	shohakuho_2007_05_30_19_00-shot30_171-Track1-Frame45383-Face1
colinpowell	colinpowell_2005_09_10_19_00-shot10_131-Track2-Frame35229-Face1	shigeofukuchi	shigeofukuchi_2010_10_14_19_00-shot14_60-Track1-Frame39925-Face1
donaldrumsfeld	donaldrumsfeld_2001_10_30_19_00-shot30_57-Track1-Frame19024-Face1	dae-jungkim	dae-jungkim_2002_12_23_19_00-shot23_38-Track1-Frame8372-Face1
yukioedano	yukioedano_2011_03_01_19_00-shot01_75-Track1-Frame30781-Face1	takafumihorie	takafumihorie_2005_10_14_19_00-shot14_112-Track1-Frame24597-Face1
maoasada	maoasada_2009_07_08_19_00-shot08_190-Track1-Frame48128-Face1	vladimirputin	vladimirputin_2001_06_15_19_00-shot15_102-Track1-Frame38435-Face1
johnmccain	johnmccain_2008_09_27_19_00-shot27_85-Track1-Frame28373-Face1	tetsuroyano	tetsuroyano_2008_07_10_19_00-shot10_10-Track2-Frame3515-Face1
