10	300
hideohigashikokubaru	hideohigashikokubaru_2011_01_20_19_00-shot20_101-Track1-Frame37608-Face1	hideohigashikokubaru_2011_01_20_19_00-shot20_80-Track1-Frame31900-Face1
jintaohu	jintaohu_2005_05_22_19_00-shot22_43-Track1-Frame13594-Face1	jintaohu_2010_11_08_19_00-shot08_62-Track1-Frame33987-Face1
ryoishikawa	ryoishikawa_2007_08_30_19_00-shot30_189-Track1-Frame45811-Face1	ryoishikawa_2009_02_14_19_00-shot14_157-Track1-Frame41781-Face1
hidekimatsui	hidekimatsui_2003_01_29_19_00-shot29_165-Track1-Frame46641-Face1	hidekimatsui_2007_05_13_19_00-shot13_141-Track1-Frame34771-Face1
naruhito	naruhito_2002_04_02_19_00-shot02_133-Track1-Frame38500-Face1	naruhito_2005_02_23_19_00-shot23_134-Track1-Frame33616-Face1
jintaohu	jintaohu_2005_05_22_19_00-shot22_43-Track1-Frame13594-Face1	jintaohu_2008_10_24_19_00-shot24_76-Track1-Frame18608-Face1
naruhito	naruhito_2004_05_10_19_00-shot10_167-Track1-Frame32923-Face1	naruhito_2004_06_08_19_00-shot08_10-Track1-Frame3768-Face1
shohakuho	shohakuho_2010_03_27_19_00-shot27_167-Track2-Frame46649-Face2	shohakuho_2010_09_26_19_00-shot26_20-Track1-Frame6392-Face1
akinoriasashoryu	akinoriasashoryu_2008_03_20_19_00-shot20_183-Track1-Frame44514-Face1	akinoriasashoryu_2009_01_26_19_00-shot26_157-Track1-Frame42846-Face1
junichirokoizumi	junichirokoizumi_2005_01_04_19_00-shot04_146-Track2-Frame33559-Face1	junichirokoizumi_2005_06_07_19_00-shot07_41-Track1-Frame8851-Face1
wataruabe	wataruabe_2006_05_05_19_00-shot05_149-Track1-Frame42229-Face1	wataruabe_2007_07_20_19_00-shot20_216-Track1-Frame52787-Face1
masako	masako_2004_04_02_19_00-shot02_136-Track1-Frame37216-Face1	masako_2004_06_25_19_00-shot25_185-Track1-Frame41888-Face1
naruhito	naruhito_2004_05_10_19_00-shot10_172-Track1-Frame34026-Face1	naruhito_2004_06_08_19_00-shot08_11-Track1-Frame3901-Face1
osamabinladen	osamabinladen_2001_09_20_19_00-shot20_33-Track1-Frame8449-Face1	osamabinladen_2001_12_19_19_00-shot19_4-Track1-Frame1065-Face1
masayoshison	masayoshison_2004_02_27_19_00-shot27_124-Track1-Frame39887-Face1	masayoshison_2006_10_30_19_00-shot30_82-Track1-Frame23345-Face1
aifukuhara	aifukuhara_2004_11_29_19_00-shot29_17-Track1-Frame2733-Face1	aifukuhara_2005_04_22_19_00-shot22_182-Track1-Frame43083-Face1
taroaso	taroaso_2001_04_12_19_00-shot12_64-Track1-Frame11395-Face1	taroaso_2008_11_21_19_00-shot21_96-Track1-Frame30682-Face1
yukioedano	yukioedano_2010_06_26_19_00-shot26_64-Track2-Frame16840-Face2	yukioedano_2011_04_13_19_00-shot13_30-Track1-Frame36412-Face1
yoichimasuzoe	yoichimasuzoe_2007_09_03_19_00-shot03_96-Track1-Frame15508-Face1	yoichimasuzoe_2008_12_26_19_00-shot26_23-Track1-Frame6510-Face2
kazuoshii	kazuoshii_2004_01_05_19_00-shot05_65-Track1-Frame17922-Face1	kazuoshii_2005_08_19_19_00-shot19_70-Track1-Frame22639-Face1
myung-baklee	myung-baklee_2007_12_18_19_00-shot18_109-Track1-Frame29595-Face1	myung-baklee_2010_11_29_19_00-shot29_6-Track1-Frame586-Face1
saddamhussein	saddamhussein_2004_06_29_19_00-shot29_42-Track1-Frame9027-Face1	saddamhussein_2004_07_01_19_00-shot01_75-Track1-Frame23765-Face1
shinzoabe	shinzoabe_2006_09_01_19_00-shot01_4-Track1-Frame347-Face1	shinzoabe_2006_09_20_19_00-shot20_155-Track1-Frame27623-Face1
hillaryclinton	hillaryclinton_2008_02_06_19_00-shot06_102-Track1-Frame26998-Face1	hillaryclinton_2009_02_17_19_00-shot17_178-Track1-Frame34307-Face1
tetsuroyano	tetsuroyano_2008_07_12_19_00-shot12_112-Track3-Frame26165-Face2	tetsuroyano_2008_09_04_19_00-shot04_88-Track1-Frame24785-Face1
masajuroshiokawa	masajuroshiokawa_2001_08_28_19_00-shot28_40-Track1-Frame14235-Face2	masajuroshiokawa_2001_12_20_19_00-shot20_36-Track1-Frame11780-Face1
banrikaieda	banrikaieda_2010_11_15_19_00-shot15_73-Track1-Frame40628-Face1	banrikaieda_2011_01_14_19_00-shot14_53-Track2-Frame20321-Face1
wataruabe	wataruabe_2007_05_29_19_00-shot29_115-Track1-Frame33907-Face1	wataruabe_2007_07_26_19_00-shot26_149-Track1-Frame37510-Face1
yoichimasuzoe	yoichimasuzoe_2009_06_12_19_00-shot12_94-Track2-Frame25948-Face1	yoichimasuzoe_2010_04_22_19_00-shot22_79-Track1-Frame19406-Face1
yukioedano	yukioedano_2010_03_23_19_00-shot23_60-Track1-Frame14731-Face1	yukioedano_2011_04_11_19_00-shot11_30-Track1-Frame27660-Face1
masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_29-Track1-Frame8775-Face1	masajuroshiokawa_2001_12_20_19_00-shot20_35-Track1-Frame11217-Face1
saenakarai	saenakarai_2005_02_04_19_00-shot04_173-Track1-Frame52177-Face1	saenakarai_2009_02_27_19_00-shot27_185-Track1-Frame48456-Face1
kaoruyosano	kaoruyosano_2009_02_10_19_00-shot10_108-Track1-Frame31666-Face1	kaoruyosano_2010_04_03_19_00-shot03_34-Track2-Frame9521-Face2
takenorikanzaki	takenorikanzaki_2001_07_05_19_00-shot05_88-Track1-Frame23179-Face1	takenorikanzaki_2002_04_17_19_00-shot17_25-Track1-Frame11814-Face1
taroaso	taroaso_2008_09_10_19_00-shot10_72-Track1-Frame26105-Face1	taroaso_2009_03_15_19_00-shot15_25-Track1-Frame5491-Face1
kikokawashima	kikokawashima_2006_09_06_19_00-shot06_195-Track2-Frame33604-Face1	kikokawashima_2006_09_12_19_00-shot12_92-Track1-Frame18349-Face1
yujiang	yujiang_2007_09_27_19_00-shot27_65-Track1-Frame10956-Face1	yujiang_2010_12_28_19_00-shot28_104-Track1-Frame46071-Face1
tonyblair	tonyblair_2001_09_19_19_00-shot19_79-Track1-Frame21673-Face1	tonyblair_2003_06_12_19_00-shot12_69-Track1-Frame21280-Face1
jong-ilkim	jong-ilkim_2004_12_24_19_00-shot24_71-Track1-Frame21416-Face1	jong-ilkim_2005_02_22_19_00-shot22_82-Track1-Frame29883-Face1
kikokawashima	kikokawashima_2006_07_27_19_00-shot27_153-Track1-Frame35041-Face1	kikokawashima_2006_09_06_19_00-shot06_47-Track2-Frame8679-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11664-Face1	hideohigashikokubaru_2010_07_01_19_00-shot01_114-Track1-Frame24956-Face1
yukioedano	yukioedano_2010_04_20_19_00-shot20_29-Track1-Frame9987-Face1	yukioedano_2010_05_25_19_00-shot25_109-Track1-Frame33922-Face1
saddamhussein	saddamhussein_2003_03_16_19_00-shot16_29-Track1-Frame9608-Face1	saddamhussein_2006_12_27_19_00-shot27_93-Track1-Frame31054-Face1
yujiang	yujiang_2008_04_15_19_00-shot15_146-Track1-Frame38711-Face1	yujiang_2010_09_30_19_00-shot30_25-Track1-Frame12057-Face1
takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28645-Face2	takakodoi_2002_04_05_19_00-shot05_97-Track1-Frame31840-Face1
naruhito	naruhito_2004_05_12_19_00-shot12_104-Track1-Frame26287-Face1	naruhito_2004_06_08_19_00-shot08_10-Track1-Frame3768-Face1
takenorikanzaki	takenorikanzaki_2001_08_13_19_00-shot13_112-Track1-Frame19935-Face1	takenorikanzaki_2006_09_20_19_00-shot20_100-Track1-Frame17550-Face1
kaoruyosano	kaoruyosano_2007_09_10_19_00-shot10_80-Track1-Frame18093-Face1	kaoruyosano_2010_04_04_19_00-shot04_54-Track2-Frame14509-Face1
ryoishikawa	ryoishikawa_2007_08_30_19_00-shot30_189-Track1-Frame45811-Face1	ryoishikawa_2009_01_04_19_00-shot04_10-Track1-Frame1300-Face1
jiabaowen	jiabaowen_2008_03_18_19_00-shot18_116-Track1-Frame25362-Face1	jiabaowen_2010_03_14_19_00-shot14_48-Track1-Frame14969-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_01_04_19_00-shot04_47-Track1-Frame10735-Face1	natsuoyamaguchi_2010_06_24_19_00-shot24_21-Track2-Frame6836-Face1
moo-hyunroh	moo-hyunroh_2003_06_07_19_00-shot07_24-Track1-Frame5274-Face1	moo-hyunroh_2003_06_07_19_00-shot07_36-Track1-Frame6831-Face2
syunsaito	syunsaito_2008_02_07_19_00-shot07_42-Track1-Frame12736-Face1	syunsaito_2008_02_10_19_00-shot10_11-Track1-Frame2814-Face1
ryutarohashimoto	ryutarohashimoto_2004_07_30_19_00-shot30_58-Track1-Frame20585-Face1	ryutarohashimoto_2004_11_30_19_00-shot30_43-Track1-Frame8427-Face1
jianchaoliu	jianchaoliu_2005_03_24_19_00-shot24_156-Track1-Frame36617-Face1	jianchaoliu_2008_06_24_19_00-shot24_107-Track1-Frame34539-Face1
jiabaowen	jiabaowen_2005_10_12_19_00-shot12_58-Track1-Frame14965-Face1	jiabaowen_2007_12_02_19_00-shot02_84-Track1-Frame17333-Face1
saenakarai	saenakarai_2004_08_31_19_00-shot31_235-Track1-Frame51743-Face1	saenakarai_2004_09_29_19_00-shot29_194-Track1-Frame49367-Face1
shintaroishihara	shintaroishihara_2008_11_12_19_00-shot12_59-Track1-Frame22139-Face2	shintaroishihara_2009_04_19_19_00-shot19_38-Track1-Frame7720-Face2
ichiroozawa	ichiroozawa_2008_09_21_19_00-shot21_66-Track1-Frame16573-Face1	ichiroozawa_2010_05_13_19_00-shot13_21-Track3-Frame3669-Face1
christopherhill	christopherhill_2007_02_06_19_00-shot06_129-Track1-Frame34731-Face1	christopherhill_2008_06_19_19_00-shot19_105-Track1-Frame26066-Face1
jong-ilkim	jong-ilkim_2005_02_22_19_00-shot22_81-Track1-Frame29432-Face1	jong-ilkim_2005_07_27_19_00-shot27_110-Track1-Frame23913-Face1
myung-baklee	myung-baklee_2010_05_05_19_00-shot05_43-Track1-Frame9421-Face1	myung-baklee_2010_05_17_19_00-shot17_183-Track1-Frame43560-Face1
condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15673-Face1	condoleezzarice_2005_03_18_19_00-shot18_96-Track2-Frame26321-Face1
bunmeiibuki	bunmeiibuki_2007_09_24_19_00-shot24_45-Track1-Frame9430-Face1	bunmeiibuki_2009_01_15_19_00-shot15_117-Track1-Frame31688-Face1
yoshitosengoku	yoshitosengoku_2010_09_30_19_00-shot30_89-Track1-Frame41013-Face1	yoshitosengoku_2010_11_22_19_00-shot22_64-Track1-Frame18625-Face1
jianchaoliu	jianchaoliu_2007_01_09_19_00-shot09_51-Track1-Frame11110-Face1	jianchaoliu_2008_02_14_19_00-shot14_14-Track1-Frame4545-Face1
zico	zico_2005_09_02_19_00-shot02_155-Track1-Frame48651-Face1	zico_2006_06_26_19_00-shot26_127-Track1-Frame36543-Face1
myung-baklee	myung-baklee_2007_12_18_19_00-shot18_109-Track1-Frame29595-Face1	myung-baklee_2010_05_26_19_00-shot26_57-Track1-Frame15374-Face1
shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_71-Track1-Frame16601-Face1	shizukaarakawa_2006_05_07_19_00-shot07_82-Track1-Frame19641-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_8-Track1-Frame1889-Face1	kosukekitajima_2003_07_31_19_00-shot31_105-Track1-Frame21978-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_132-Track1-Frame36703-Face1	natsuoyamaguchi_2009_10_17_19_00-shot17_47-Track1-Frame12180-Face2
shizukakamei	shizukakamei_2003_08_30_19_00-shot30_80-Track1-Frame19972-Face1	shizukakamei_2010_03_17_19_00-shot17_65-Track1-Frame18226-Face1
shin	shin_2002_04_27_19_00-shot27_167-Track1-Frame47714-Face1	shin_2009_07_30_19_00-shot30_185-Track1-Frame52420-Face1
akihiroohta	akihiroohta_2008_09_12_19_00-shot12_127-Track4-Frame36090-Face1	akihiroohta_2008_10_30_19_00-shot30_34-Track1-Frame14325-Face1
hidekimatsui	hidekimatsui_2003_01_16_19_00-shot16_176-Track1-Frame45288-Face1	hidekimatsui_2003_07_14_19_00-shot14_176-Track1-Frame41607-Face2
takafumihorie	takafumihorie_2005_02_18_19_00-shot18_17-Track1-Frame4827-Face1	takafumihorie_2008_07_25_19_00-shot25_7-Track2-Frame2304-Face2
christopherhill	christopherhill_2006_12_16_19_00-shot16_5-Track1-Frame472-Face1	christopherhill_2006_12_20_19_00-shot20_61-Track1-Frame13991-Face2
maoasada	maoasada_2006_03_02_19_00-shot02_185-Track1-Frame42056-Face1	maoasada_2009_04_01_19_00-shot01_107-Track1-Frame32268-Face1
shinrikyoaum	shinrikyoaum_2006_02_20_19_00-shot20_16-Track3-Frame5050-Face1	shinrikyoaum_2006_02_20_19_00-shot20_32-Track1-Frame9119-Face1
hidekimatsui	hidekimatsui_2003_07_12_19_00-shot12_155-Track1-Frame38187-Face1	hidekimatsui_2003_11_11_19_00-shot11_179-Track1-Frame46304-Face1
kotomitsuki	kotomitsuki_2001_05_18_19_00-shot18_146-Track1-Frame41652-Face1	kotomitsuki_2001_09_23_19_00-shot23_88-Track1-Frame26790-Face2
masaakishirakawa	masaakishirakawa_2010_03_17_19_00-shot17_54-Track1-Frame14388-Face1	masaakishirakawa_2010_10_28_19_00-shot28_145-Track1-Frame46360-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_132-Track1-Frame36703-Face1	natsuoyamaguchi_2010_06_24_19_00-shot24_21-Track2-Frame6836-Face1
kosukekitajima	kosukekitajima_2005_02_19_19_00-shot19_164-Track1-Frame44403-Face1	kosukekitajima_2005_02_19_19_00-shot19_165-Track1-Frame44540-Face1
azumakoshiishi	azumakoshiishi_2010_11_17_19_00-shot17_29-Track1-Frame14291-Face1	azumakoshiishi_2010_12_10_19_00-shot10_45-Track1-Frame24630-Face1
nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_58-Track2-Frame14035-Face1	nariakinakayama_2008_09_28_19_00-shot28_23-Track1-Frame5383-Face1
shintaroishihara	shintaroishihara_2008_03_26_19_00-shot26_129-Track1-Frame28711-Face1	shintaroishihara_2009_09_04_19_00-shot04_179-Track1-Frame42911-Face1
akihiroohta	akihiroohta_2007_08_22_19_00-shot22_106-Track1-Frame20460-Face1	akihiroohta_2009_06_05_19_00-shot05_61-Track1-Frame19017-Face1
yoshitosengoku	yoshitosengoku_2009_12_03_19_00-shot03_67-Track2-Frame21540-Face1	yoshitosengoku_2010_11_15_19_00-shot15_84-Track1-Frame45671-Face1
masayoshison	masayoshison_2004_02_27_19_00-shot27_124-Track1-Frame39887-Face1	masayoshison_2005_03_26_19_00-shot26_50-Track1-Frame10963-Face1
shinzoabe	shinzoabe_2002_09_26_19_00-shot26_12-Track1-Frame3485-Face1	shinzoabe_2006_06_29_19_00-shot29_22-Track1-Frame11398-Face1
shin	shin_2002_01_03_19_00-shot03_149-Track1-Frame51504-Face1	shin_2009_06_15_19_00-shot15_9-Track1-Frame1845-Face1
shohakuho	shohakuho_2006_05_22_19_00-shot22_9-Track1-Frame1835-Face1	shohakuho_2010_07_26_19_00-shot26_52-Track1-Frame24954-Face1
condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15673-Face1	condoleezzarice_2006_10_17_19_00-shot17_44-Track1-Frame11106-Face1
barakobama	barakobama_2009_04_30_19_00-shot30_3-Track1-Frame512-Face1	barakobama_2010_05_19_19_00-shot19_168-Track2-Frame41016-Face1
barakobama	barakobama_2008_02_09_19_00-shot09_125-Track1-Frame36704-Face1	barakobama_2009_11_10_19_00-shot10_22-Track1-Frame5783-Face1
takenorikanzaki	takenorikanzaki_2001_08_07_19_00-shot07_50-Track1-Frame10992-Face1	takenorikanzaki_2006_09_20_19_00-shot20_100-Track1-Frame17550-Face1
moo-hyunroh	moo-hyunroh_2003_06_07_19_00-shot07_34-Track1-Frame6652-Face1	moo-hyunroh_2006_10_11_19_00-shot11_107-Track1-Frame30444-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_141-Track1-Frame46326-Face1	kosukekitajima_2003_07_31_19_00-shot31_105-Track1-Frame21978-Face1
yukioedano	yukioedano_2010_06_07_19_00-shot07_53-Track1-Frame6149-Face1	yukioedano_2010_11_17_19_00-shot17_39-Track1-Frame19634-Face1
condoleezzarice	condoleezzarice_2006_10_17_19_00-shot17_44-Track1-Frame11106-Face1	condoleezzarice_2008_06_27_19_00-shot27_40-Track1-Frame10694-Face1
tsuyoshiyamashita	tsuyoshiyamashita_2006_07_17_19_00-shot17_63-Track1-Frame15962-Face1	tsuyoshiyamashita_2007_11_22_19_00-shot22_83-Track1-Frame15082-Face1
naotokan	naotokan_2006_09_28_19_00-shot28_4-Track1-Frame674-Face1	naotokan_2010_06_22_19_00-shot22_39-Track1-Frame11236-Face1
katsuyaokada	katsuyaokada_2004_05_18_19_00-shot18_42-Track1-Frame5663-Face1	katsuyaokada_2010_03_09_19_00-shot09_43-Track1-Frame12882-Face1
naotokan	naotokan_2006_09_25_19_00-shot25_120-Track1-Frame17581-Face1	naotokan_2010_06_04_19_00-shot04_152-Track1-Frame21284-Face1
kaoruyosano	kaoruyosano_2009_07_06_19_00-shot06_7-Track1-Frame2522-Face1	kaoruyosano_2010_04_03_19_00-shot03_38-Track2-Frame10385-Face3
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_53-Track1-Frame13235-Face1	yoshimiwatanabe_2006_12_28_19_00-shot28_6-Track2-Frame1093-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_54-Track1-Frame13294-Face1	yoshimiwatanabe_2007_08_31_19_00-shot31_176-Track1-Frame41774-Face1
jiabaowen	jiabaowen_2008_03_18_19_00-shot18_116-Track1-Frame25362-Face1	jiabaowen_2010_03_14_19_00-shot14_45-Track1-Frame14502-Face1
bunmeiibuki	bunmeiibuki_2008_01_28_19_00-shot28_27-Track1-Frame3750-Face1	bunmeiibuki_2009_06_25_19_00-shot25_13-Track1-Frame3516-Face1
naokotakahashi	naokotakahashi_2004_03_15_19_00-shot15_72-Track1-Frame6715-Face1	naokotakahashi_2005_11_18_19_00-shot18_182-Track1-Frame48457-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_07_01_19_00-shot01_114-Track1-Frame24956-Face1	hideohigashikokubaru_2011_01_20_19_00-shot20_104-Track1-Frame38287-Face2
hillaryclinton	hillaryclinton_2008_02_06_19_00-shot06_102-Track1-Frame26998-Face1	hillaryclinton_2009_12_26_19_00-shot26_24-Track1-Frame6252-Face2
tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_48-Track1-Frame12829-Face1	tsuyoshiyamashita_2007_11_22_19_00-shot22_93-Track1-Frame17015-Face1
yukiohatoyama	yukiohatoyama_2009_12_03_19_00-shot03_67-Track1-Frame21369-Face1	yukiohatoyama_2009_12_07_19_00-shot07_19-Track1-Frame5919-Face1
masaakishirakawa	masaakishirakawa_2008_04_04_19_00-shot04_17-Track1-Frame4065-Face1	masaakishirakawa_2010_06_15_19_00-shot15_185-Track1-Frame45045-Face1
jiabaowen	jiabaowen_2007_12_02_19_00-shot02_84-Track1-Frame17333-Face1	jiabaowen_2009_10_10_19_00-shot10_18-Track1-Frame4730-Face1
yukiohatoyama	yukiohatoyama_2009_05_16_19_00-shot16_98-Track1-Frame26539-Face1	yukiohatoyama_2010_05_28_19_00-shot28_116-Track1-Frame34565-Face2
naokotakahashi	naokotakahashi_2001_10_07_19_00-shot07_89-Track1-Frame30929-Face1	naokotakahashi_2008_10_28_19_00-shot28_103-Track1-Frame15601-Face1
shinzoabe	shinzoabe_2006_03_15_19_00-shot15_44-Track1-Frame11385-Face1	shinzoabe_2006_12_15_19_00-shot15_25-Track2-Frame4837-Face1
tetsuroyano	tetsuroyano_2008_07_05_19_00-shot05_140-Track1-Frame34810-Face1	tetsuroyano_2008_07_10_19_00-shot10_10-Track2-Frame3314-Face1
yujiang	yujiang_2008_04_15_19_00-shot15_146-Track1-Frame38711-Face1	yujiang_2010_09_30_19_00-shot30_3-Track1-Frame354-Face1
seijimaehara	seijimaehara_2005_09_18_19_00-shot18_27-Track1-Frame5815-Face1	seijimaehara_2010_01_24_19_00-shot24_40-Track1-Frame5850-Face1
saenakarai	saenakarai_2005_11_01_19_00-shot01_231-Track1-Frame52534-Face1	saenakarai_2005_12_01_19_00-shot01_234-Track1-Frame49393-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37627-Face1	natsuoyamaguchi_2010_07_03_19_00-shot03_52-Track4-Frame13926-Face1
shohakuho	shohakuho_2007_06_25_19_00-shot25_192-Track1-Frame45019-Face1	shohakuho_2010_07_25_19_00-shot25_40-Track4-Frame17933-Face1
akinoriasashoryu	akinoriasashoryu_2005_11_01_19_00-shot01_225-Track1-Frame48702-Face1	akinoriasashoryu_2009_09_27_19_00-shot27_75-Track1-Frame24335-Face1
katsuyaokada	katsuyaokada_2004_05_18_19_00-shot18_42-Track1-Frame5663-Face1	katsuyaokada_2004_06_21_19_00-shot21_104-Track1-Frame32394-Face2
barakobama	barakobama_2010_05_19_19_00-shot19_168-Track2-Frame41016-Face1	barakobama_2010_11_13_19_00-shot13_69-Track1-Frame25277-Face1
saenakarai	saenakarai_2005_09_16_19_00-shot16_209-Track1-Frame49361-Face1	saenakarai_2008_11_12_19_00-shot12_164-Track1-Frame49288-Face1
katsuyoshieto	katsuyoshieto_2008_07_08_19_00-shot08_93-Track1-Frame29659-Face2	katsuyoshieto_2008_07_18_19_00-shot18_77-Track1-Frame21579-Face2
kotomitsuki	kotomitsuki_2001_03_17_19_00-shot17_136-Track1-Frame39865-Face1	kotomitsuki_2001_05_18_19_00-shot18_146-Track1-Frame41652-Face1
masahikokhomura	masahikokhomura_2008_06_18_19_00-shot18_2-Track1-Frame207-Face1	masahikokhomura_2008_06_27_19_00-shot27_33-Track1-Frame9057-Face1
shoichinakagawa	shoichinakagawa_2004_04_23_19_00-shot23_29-Track1-Frame15939-Face1	shoichinakagawa_2009_02_17_19_00-shot17_25-Track1-Frame3142-Face1
junichirokoizumi	junichirokoizumi_2001_06_25_19_00-shot25_95-Track1-Frame25860-Face1	junichirokoizumi_2004_12_06_19_00-shot06_96-Track1-Frame32526-Face1
georgebush	georgebush_2001_09_21_19_00-shot21_1-Track1-Frame332-Face2	georgebush_2003_07_16_19_00-shot16_164-Track1-Frame35337-Face1
akinoriasashoryu	akinoriasashoryu_2005_11_01_19_00-shot01_225-Track1-Frame48702-Face1	akinoriasashoryu_2008_01_13_19_00-shot13_41-Track1-Frame10434-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_141-Track1-Frame46326-Face1	kosukekitajima_2003_07_31_19_00-shot31_102-Track1-Frame21660-Face1
shoichinakagawa	shoichinakagawa_2009_02_16_19_00-shot16_87-Track1-Frame19746-Face1	shoichinakagawa_2009_10_04_19_00-shot04_25-Track1-Frame5542-Face1
barakobama	barakobama_2010_05_19_19_00-shot19_168-Track2-Frame41016-Face1	barakobama_2010_11_13_19_00-shot13_81-Track1-Frame28880-Face1
colinpowell	colinpowell_2004_04_21_19_00-shot21_35-Track1-Frame7972-Face1	colinpowell_2004_09_14_19_00-shot14_10-Track1-Frame1649-Face1
yoshitosengoku	yoshitosengoku_2010_09_24_19_00-shot24_39-Track1-Frame19203-Face1	yoshitosengoku_2010_10_18_19_00-shot18_19-Track1-Frame7223-Face1
maoasada	maoasada_2009_07_08_19_00-shot08_190-Track1-Frame47963-Face1	maoasada_2009_10_27_19_00-shot27_204-Track1-Frame48601-Face1
pervezmusharraf	pervezmusharraf_2001_10_15_19_00-shot15_199-Track1-Frame73470-Face1	pervezmusharraf_2001_10_31_19_00-shot31_53-Track1-Frame12641-Face1
yoshitosengoku	yoshitosengoku_2010_09_24_19_00-shot24_19-Track1-Frame9192-Face1	yoshitosengoku_2010_12_13_19_00-shot13_22-Track2-Frame8695-Face1
taroaso	taroaso_2008_09_20_19_00-shot20_106-Track1-Frame27168-Face1	taroaso_2009_04_28_19_00-shot28_13-Track1-Frame2854-Face2
katsuyaokada	katsuyaokada_2009_12_05_19_00-shot05_142-Track2-Frame29106-Face1	katsuyaokada_2010_12_13_19_00-shot13_16-Track3-Frame7081-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_18_19_00-shot18_105-Track1-Frame27860-Face1	ryutarohashimoto_2006_07_01_19_00-shot01_58-Track1-Frame8641-Face1
yukiohatoyama	yukiohatoyama_2009_11_09_19_00-shot09_72-Track1-Frame26655-Face1	yukiohatoyama_2009_12_24_19_00-shot24_115-Track1-Frame27787-Face1
kazuoshii	kazuoshii_2003_10_18_19_00-shot18_74-Track1-Frame19618-Face1	kazuoshii_2009_09_30_19_00-shot30_121-Track1-Frame35672-Face3
tsuyoshiyamashita	tsuyoshiyamashita_2007_11_22_19_00-shot22_83-Track1-Frame15082-Face1	tsuyoshiyamashita_2007_11_22_19_00-shot22_93-Track1-Frame17015-Face1
shoichinakagawa	shoichinakagawa_2004_08_10_19_00-shot10_66-Track1-Frame22862-Face1	shoichinakagawa_2009_02_17_19_00-shot17_10-Track1-Frame1842-Face1
azumakoshiishi	azumakoshiishi_2007_10_18_19_00-shot18_20-Track2-Frame7088-Face1	azumakoshiishi_2009_09_12_19_00-shot12_59-Track2-Frame18673-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_87-Track1-Frame29001-Face1	shigeofukuchi_2008_01_25_19_00-shot25_95-Track1-Frame30514-Face1
junichirokoizumi	junichirokoizumi_2001_07_30_19_00-shot30_21-Track1-Frame5004-Face1	junichirokoizumi_2005_02_16_19_00-shot16_82-Track1-Frame32381-Face1
takakodoi	takakodoi_2002_02_04_19_00-shot04_58-Track1-Frame14296-Face1	takakodoi_2002_02_19_19_00-shot19_72-Track1-Frame14491-Face1
shizukaarakawa	shizukaarakawa_2006_02_26_19_00-shot26_67-Track1-Frame15808-Face1	shizukaarakawa_2006_05_07_19_00-shot07_57-Track2-Frame14136-Face1
aifukuhara	aifukuhara_2003_05_27_19_00-shot27_180-Track1-Frame45389-Face2	aifukuhara_2004_08_12_19_00-shot12_158-Track1-Frame36932-Face1
ichirosuzuki	ichirosuzuki_2004_01_15_19_00-shot15_168-Track1-Frame47729-Face1	ichirosuzuki_2009_04_17_19_00-shot17_78-Track1-Frame17995-Face1
akinoriasashoryu	akinoriasashoryu_2004_07_19_19_00-shot19_175-Track1-Frame42833-Face1	akinoriasashoryu_2007_08_01_19_00-shot01_12-Track1-Frame1389-Face1
jong-ilkim	jong-ilkim_2006_07_05_19_00-shot05_190-Track1-Frame49427-Face1	jong-ilkim_2006_08_10_19_00-shot10_7-Track1-Frame1174-Face1
naotokan	naotokan_2003_07_28_19_00-shot28_95-Track1-Frame26081-Face1	naotokan_2008_03_13_19_00-shot13_90-Track1-Frame25517-Face1
yujiang	yujiang_2006_07_11_19_00-shot11_36-Track1-Frame12734-Face1	yujiang_2007_09_27_19_00-shot27_65-Track1-Frame10956-Face1
moo-hyunroh	moo-hyunroh_2003_06_06_19_00-shot06_71-Track1-Frame17969-Face1	moo-hyunroh_2009_05_23_19_00-shot23_105-Track1-Frame23407-Face1
jintaohu	jintaohu_2008_05_04_19_00-shot04_3-Track1-Frame296-Face1	jintaohu_2010_11_02_19_00-shot02_27-Track2-Frame12603-Face1
